compound	entity_id	dti_edges	n_roles	roles
Compound::CHEBI_67237	CHEBI_67237	3	0	
Compound::CHEBI_78468	CHEBI_78468	3	0	
Compound::CHEBI_74418	CHEBI_74418	3	0	
Compound::CHEBI_147404	CHEBI_147404	3	0	
Compound::CHEBI_75585	CHEBI_75585	3	0	
Compound::CHEBI_74582	CHEBI_74582	3	0	
Compound::CHEBI_155830	CHEBI_155830	3	0	
Compound::CHEBI_78513	CHEBI_78513	3	0	
Compound::CHEBI_140604	CHEBI_140604	3	0	
Compound::CHEBI_78531	CHEBI_78531	3	0	
Compound::CHEBI_57853	CHEBI_57853	3	0	
Compound::CHEBI_78447	CHEBI_78447	3	0	
Compound::CHEBI_50169	CHEBI_50169	3	5	GABA modulator; antidepressant; human metabolite; intravenous anaesthetic; sedative
Compound::CHEBI_132025	CHEBI_132025	3	0	
Compound::CHEBI_77165	CHEBI_77165	3	0	
Compound::CHEBI_149523	CHEBI_149523	3	0	
Compound::CHEBI_58921	CHEBI_58921	3	0	
Compound::CHEBI_57306	CHEBI_57306	3	0	
Compound::CHEBI_33542	CHEBI_33542	3	0	
Compound::CHEBI_78827	CHEBI_78827	3	0	
Compound::CHEBI_58451	CHEBI_58451	3	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_138220	CHEBI_138220	3	0	
Compound::CHEBI_15801	CHEBI_15801	3	0	
Compound::CHEBI_74581	CHEBI_74581	3	0	
Compound::CHEBI_79027	CHEBI_79027	3	0	
Compound::CHEBI_57316	CHEBI_57316	3	1	human metabolite
Compound::CHEBI_83414	CHEBI_83414	3	0	
Compound::CHEBI_136970	CHEBI_136970	3	0	
Compound::CHEBI_87830	CHEBI_87830	3	0	
Compound::CHEBI_74586	CHEBI_74586	3	0	
Compound::CHEBI_58448	CHEBI_58448	3	0	
Compound::CHEBI_83142	CHEBI_83142	3	0	
Compound::CHEBI_147405	CHEBI_147405	3	0	
Compound::CHEBI_2181	CHEBI_2181	3	2	Escherichia coli metabolite; mouse metabolite
Compound::CHEBI_77139	CHEBI_77139	3	0	
Compound::CHEBI_85277	CHEBI_85277	3	0	
Compound::CHEBI_74671	CHEBI_74671	3	1	mouse metabolite
Compound::CHEBI_77537	CHEBI_77537	3	0	
Compound::CHEBI_78522	CHEBI_78522	3	0	
Compound::CHEBI_78215	CHEBI_78215	3	0	
Compound::CHEBI_132522	CHEBI_132522	3	0	
Compound::CHEBI_75322	CHEBI_75322	3	0	
Compound::CHEBI_78048	CHEBI_78048	3	0	
Compound::CHEBI_90838	CHEBI_90838	3	0	
Compound::CHEBI_16753	CHEBI_16753	3	3	human metabolite; metabolite; mouse metabolite
Compound::CHEBI_85335	CHEBI_85335	3	0	
Compound::CHEBI_72957	CHEBI_72957	3	0	
Compound::CHEBI_78762	CHEBI_78762	3	0	
Compound::CHEBI_59871	CHEBI_59871	3	0	
Compound::CHEBI_132077	CHEBI_132077	3	0	
Compound::CHEBI_78611	CHEBI_78611	3	0	
Compound::CHEBI_140575	CHEBI_140575	3	0	
Compound::CHEBI_58228	CHEBI_58228	3	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_87828	CHEBI_87828	3	0	
Compound::CHEBI_58066	CHEBI_58066	3	0	
Compound::CHEBI_132072	CHEBI_132072	3	0	
Compound::CHEBI_76374	CHEBI_76374	3	0	
Compound::CHEBI_77291	CHEBI_77291	3	0	
Compound::CHEBI_136286	CHEBI_136286	3	0	
Compound::CHEBI_77160	CHEBI_77160	3	0	
Compound::CHEBI_58285	CHEBI_58285	3	0	
Compound::CHEBI_18005	CHEBI_18005	3	3	Saccharomyces cerevisiae metabolite; chromogenic compound; human metabolite
Compound::CHEBI_64840	CHEBI_64840	3	0	
Compound::CHEBI_76978	CHEBI_76978	3	2	anticonvulsant; plant metabolite
Compound::CHEBI_47907	CHEBI_47907	3	0	
Compound::CHEBI_62615	CHEBI_62615	3	0	
Compound::CHEBI_78600	CHEBI_78600	3	2	human metabolite; mouse metabolite
Compound::CHEBI_77164	CHEBI_77164	3	0	
Compound::CHEBI_136330	CHEBI_136330	3	0	
Compound::CHEBI_17122	CHEBI_17122	3	1	human metabolite
Compound::CHEBI_78268	CHEBI_78268	3	0	
Compound::CHEBI_41509	CHEBI_41509	3	2	human metabolite; mouse metabolite
Compound::CHEBI_57389	CHEBI_57389	3	0	
Compound::CHEBI_136634	CHEBI_136634	3	0	
Compound::CHEBI_132071	CHEBI_132071	3	0	
Compound::CHEBI_36252	CHEBI_36252	3	1	human metabolite
Compound::CHEBI_131803	CHEBI_131803	3	0	
Compound::CHEBI_57346	CHEBI_57346	3	1	human metabolite
Compound::CHEBI_60625	CHEBI_60625	3	1	mouse metabolite
Compound::CHEBI_85489	CHEBI_85489	3	0	
Compound::CHEBI_60615	CHEBI_60615	3	1	mouse metabolite
Compound::CHEBI_83677	CHEBI_83677	3	3	anti-inflammatory agent; human metabolite; hypoglycemic agent
Compound::CHEBI_64379	CHEBI_64379	3	0	
Compound::CHEBI_136282	CHEBI_136282	3	0	
Compound::CHEBI_136115	CHEBI_136115	3	0	
Compound::CHEBI_136304	CHEBI_136304	3	0	
Compound::CHEBI_58444	CHEBI_58444	3	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_77268	CHEBI_77268	3	0	
Compound::CHEBI_64795	CHEBI_64795	2	0	
Compound::CHEBI_57445	CHEBI_57445	2	1	human metabolite
Compound::CHEBI_143575	CHEBI_143575	2	0	
Compound::CHEBI_37623	CHEBI_37623	2	1	human metabolite
Compound::CHEBI_76305	CHEBI_76305	2	0	
Compound::CHEBI_75590	CHEBI_75590	2	0	
Compound::CHEBI_74477	CHEBI_74477	2	0	
Compound::CHEBI_10036	CHEBI_10036	2	0	
Compound::CHEBI_133000	CHEBI_133000	2	0	
Compound::CHEBI_74001	CHEBI_74001	2	0	
Compound::CHEBI_71008	CHEBI_71008	2	0	
Compound::CHEBI_78402	CHEBI_78402	2	0	
Compound::CHEBI_88066	CHEBI_88066	2	0	
Compound::CHEBI_28349	CHEBI_28349	2	1	mouse metabolite
Compound::CHEBI_75472	CHEBI_75472	2	0	
Compound::CHEBI_85350	CHEBI_85350	2	1	human metabolite
Compound::CHEBI_27975	CHEBI_27975	2	0	
Compound::CHEBI_59879	CHEBI_59879	2	0	
Compound::CHEBI_78481	CHEBI_78481	2	0	
Compound::CHEBI_138631	CHEBI_138631	2	2	coral metabolite; plant metabolite
Compound::CHEBI_138057	CHEBI_138057	2	0	
Compound::CHEBI_35146	CHEBI_35146	2	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_133795	CHEBI_133795	2	0	
Compound::CHEBI_142680	CHEBI_142680	2	0	
Compound::CHEBI_28113	CHEBI_28113	2	2	human metabolite; mouse metabolite
Compound::CHEBI_84969	CHEBI_84969	2	1	mouse metabolite
Compound::CHEBI_35973	CHEBI_35973	2	0	
Compound::CHEBI_16120	CHEBI_16120	2	0	
Compound::CHEBI_74495	CHEBI_74495	2	0	
Compound::CHEBI_27836	CHEBI_27836	2	1	plant metabolite
Compound::CHEBI_73976	CHEBI_73976	2	0	
Compound::CHEBI_136972	CHEBI_136972	2	4	biomarker; estrogen; genotoxin; human metabolite
Compound::CHEBI_75017	CHEBI_75017	2	0	
Compound::CHEBI_76555	CHEBI_76555	2	0	
Compound::CHEBI_137459	CHEBI_137459	2	0	
Compound::CHEBI_76377	CHEBI_76377	2	0	
Compound::CHEBI_78785	CHEBI_78785	2	0	
Compound::CHEBI_140304	CHEBI_140304	2	0	
Compound::CHEBI_58681	CHEBI_58681	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_82983	CHEBI_82983	2	0	
Compound::CHEBI_75443	CHEBI_75443	2	0	
Compound::CHEBI_133933	CHEBI_133933	2	0	
Compound::CHEBI_75868	CHEBI_75868	2	0	
Compound::CHEBI_15036	CHEBI_15036	2	0	
Compound::CHEBI_28477	CHEBI_28477	2	2	human metabolite; mouse metabolite
Compound::CHEBI_132026	CHEBI_132026	2	0	
Compound::CHEBI_30864	CHEBI_30864	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_37257	CHEBI_37257	2	1	human metabolite
Compound::CHEBI_58928	CHEBI_58928	2	0	
Compound::CHEBI_57534	CHEBI_57534	2	1	human metabolite
Compound::CHEBI_78475	CHEBI_78475	2	0	
Compound::CHEBI_78456	CHEBI_78456	2	0	
Compound::CHEBI_83411	CHEBI_83411	2	0	
Compound::CHEBI_78656	CHEBI_78656	2	0	
Compound::CHEBI_50477	CHEBI_50477	2	0	
Compound::CHEBI_90675	CHEBI_90675	2	0	
Compound::CHEBI_139509	CHEBI_139509	2	0	
Compound::CHEBI_17750	CHEBI_17750	2	1	fundamental metabolite
Compound::CHEBI_78207	CHEBI_78207	2	0	
Compound::CHEBI_87584	CHEBI_87584	2	0	
Compound::CHEBI_64076	CHEBI_64076	2	0	
Compound::CHEBI_63001	CHEBI_63001	2	0	
Compound::CHEBI_143979	CHEBI_143979	2	0	
Compound::CHEBI_84824	CHEBI_84824	2	0	
Compound::CHEBI_74083	CHEBI_74083	2	0	
Compound::CHEBI_155837	CHEBI_155837	2	0	
Compound::CHEBI_133938	CHEBI_133938	2	0	
Compound::CHEBI_28717	CHEBI_28717	2	1	human metabolite
Compound::CHEBI_132516	CHEBI_132516	2	0	
Compound::CHEBI_74415	CHEBI_74415	2	0	
Compound::CHEBI_138195	CHEBI_138195	2	1	detergent
Compound::CHEBI_136441	CHEBI_136441	2	0	
Compound::CHEBI_77129	CHEBI_77129	2	2	calcium channel agonist; protein kinase C agonist
Compound::CHEBI_142678	CHEBI_142678	2	0	
Compound::CHEBI_28818	CHEBI_28818	2	1	human metabolite
Compound::CHEBI_15383	CHEBI_15383	2	0	
Compound::CHEBI_85241	CHEBI_85241	2	0	
Compound::CHEBI_136974	CHEBI_136974	2	0	
Compound::CHEBI_132246	CHEBI_132246	2	3	human xenobiotic metabolite; marine xenobiotic metabolite; mouse metabolite
Compound::CHEBI_87080	CHEBI_87080	2	0	
Compound::CHEBI_84341	CHEBI_84341	2	1	mouse metabolite
Compound::CHEBI_138261	CHEBI_138261	2	0	
Compound::CHEBI_64718	CHEBI_64718	2	0	
Compound::CHEBI_17140	CHEBI_17140	2	4	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_57334	CHEBI_57334	2	1	human metabolite
Compound::CHEBI_75230	CHEBI_75230	2	0	
Compound::CHEBI_73682	CHEBI_73682	2	0	
Compound::CHEBI_74583	CHEBI_74583	2	0	
Compound::CHEBI_152566	CHEBI_152566	2	0	
Compound::CHEBI_34112	CHEBI_34112	2	0	
Compound::CHEBI_65286	CHEBI_65286	2	0	
Compound::CHEBI_73977	CHEBI_73977	2	0	
Compound::CHEBI_140573	CHEBI_140573	2	0	
Compound::CHEBI_142684	CHEBI_142684	2	0	
Compound::CHEBI_133105	CHEBI_133105	2	0	
Compound::CHEBI_32955	CHEBI_32955	2	0	
Compound::CHEBI_78453	CHEBI_78453	2	0	
Compound::CHEBI_166823	CHEBI_166823	2	0	
Compound::CHEBI_10782	CHEBI_10782	2	0	
Compound::CHEBI_77093	CHEBI_77093	2	0	
Compound::CHEBI_136369	CHEBI_136369	2	0	
Compound::CHEBI_87047	CHEBI_87047	2	1	human metabolite
Compound::CHEBI_76931	CHEBI_76931	2	0	
Compound::CHEBI_57776	CHEBI_57776	2	0	
Compound::CHEBI_90818	CHEBI_90818	2	2	anti-inflammatory agent; mouse metabolite
Compound::CHEBI_57307	CHEBI_57307	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_78517	CHEBI_78517	2	0	
Compound::CHEBI_2495	CHEBI_2495	2	4	EC 1.1.1.146 (11beta-hydroxysteroid dehydrogenase) inhibitor; androgen; human urinary metabolite; marine metabolite
Compound::CHEBI_15388	CHEBI_15388	2	0	
Compound::CHEBI_133899	CHEBI_133899	2	0	
Compound::CHEBI_78457	CHEBI_78457	2	0	
Compound::CHEBI_134624	CHEBI_134624	2	0	
Compound::CHEBI_137981	CHEBI_137981	2	0	
Compound::CHEBI_132073	CHEBI_132073	2	0	
Compound::CHEBI_137031	CHEBI_137031	2	1	human urinary metabolite
Compound::CHEBI_1189	CHEBI_1189	2	2	human metabolite; mouse metabolite
Compound::CHEBI_84650	CHEBI_84650	2	0	
Compound::CHEBI_90793	CHEBI_90793	2	1	human xenobiotic metabolite
Compound::CHEBI_76312	CHEBI_76312	2	0	
Compound::CHEBI_85236	CHEBI_85236	2	0	
Compound::CHEBI_2571	CHEBI_2571	2	0	
Compound::CHEBI_77127	CHEBI_77127	2	1	mouse metabolite
Compound::CHEBI_90516	CHEBI_90516	2	0	
Compound::CHEBI_31011	CHEBI_31011	2	1	plant metabolite
Compound::CHEBI_77187	CHEBI_77187	2	0	
Compound::CHEBI_78460	CHEBI_78460	2	0	
Compound::CHEBI_75471	CHEBI_75471	2	0	
Compound::CHEBI_52371	CHEBI_52371	2	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_30839	CHEBI_30839	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_47787	CHEBI_47787	2	0	
Compound::CHEBI_70760	CHEBI_70760	2	0	
Compound::CHEBI_30825	CHEBI_30825	2	0	
Compound::CHEBI_87571	CHEBI_87571	2	0	
Compound::CHEBI_78515	CHEBI_78515	2	0	
Compound::CHEBI_90420	CHEBI_90420	2	0	
Compound::CHEBI_138278	CHEBI_138278	2	0	
Compound::CHEBI_17388	CHEBI_17388	2	0	
Compound::CHEBI_77369	CHEBI_77369	2	0	
Compound::CHEBI_74892	CHEBI_74892	2	0	
Compound::CHEBI_133769	CHEBI_133769	2	0	
Compound::CHEBI_71489	CHEBI_71489	2	0	
Compound::CHEBI_58326	CHEBI_58326	2	0	
Compound::CHEBI_62571	CHEBI_62571	2	1	mouse metabolite
Compound::CHEBI_15035	CHEBI_15035	2	1	human metabolite
Compound::CHEBI_83580	CHEBI_83580	2	0	
Compound::CHEBI_144378	CHEBI_144378	2	0	
Compound::CHEBI_138197	CHEBI_138197	2	0	
Compound::CHEBI_85351	CHEBI_85351	2	0	
Compound::CHEBI_60000	CHEBI_60000	2	0	
Compound::CHEBI_84027	CHEBI_84027	2	0	
Compound::CHEBI_86019	CHEBI_86019	2	0	
Compound::CHEBI_57335	CHEBI_57335	2	1	human metabolite
Compound::CHEBI_15894	CHEBI_15894	2	0	
Compound::CHEBI_90336	CHEBI_90336	2	0	
Compound::CHEBI_75463	CHEBI_75463	2	0	
Compound::CHEBI_65250	CHEBI_65250	2	0	
Compound::CHEBI_57934	CHEBI_57934	2	1	human metabolite
Compound::CHEBI_76373	CHEBI_76373	2	0	
Compound::CHEBI_137540	CHEBI_137540	2	0	
Compound::CHEBI_75449	CHEBI_75449	2	1	mouse metabolite
Compound::CHEBI_67031	CHEBI_67031	2	0	
Compound::CHEBI_75623	CHEBI_75623	2	1	epitope
Compound::CHEBI_74086	CHEBI_74086	2	0	
Compound::CHEBI_82696	CHEBI_82696	2	0	
Compound::CHEBI_82959	CHEBI_82959	2	0	
Compound::CHEBI_64183	CHEBI_64183	2	2	biomarker; metabolite
Compound::CHEBI_149714	CHEBI_149714	2	0	
Compound::CHEBI_75448	CHEBI_75448	2	0	
Compound::CHEBI_28497	CHEBI_28497	2	1	epitope
Compound::CHEBI_75235	CHEBI_75235	2	0	
Compound::CHEBI_82334	CHEBI_82334	2	2	flavouring agent; plant metabolite
Compound::CHEBI_58529	CHEBI_58529	2	0	
Compound::CHEBI_133375	CHEBI_133375	2	0	
Compound::CHEBI_79333	CHEBI_79333	2	0	
Compound::CHEBI_59918	CHEBI_59918	2	0	
Compound::CHEBI_152565	CHEBI_152565	2	0	
Compound::CHEBI_85352	CHEBI_85352	2	1	human metabolite
Compound::CHEBI_74117	CHEBI_74117	2	0	
Compound::CHEBI_137010	CHEBI_137010	2	0	
Compound::CHEBI_74890	CHEBI_74890	2	0	
Compound::CHEBI_58828	CHEBI_58828	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_18259	CHEBI_18259	2	3	antigen; human metabolite; mouse metabolite
Compound::CHEBI_75536	CHEBI_75536	2	0	
Compound::CHEBI_134661	CHEBI_134661	2	0	
Compound::CHEBI_57964	CHEBI_57964	2	1	human metabolite
Compound::CHEBI_17615	CHEBI_17615	2	1	mouse metabolite
Compound::CHEBI_75062	CHEBI_75062	2	1	mouse metabolite
Compound::CHEBI_58950	CHEBI_58950	2	0	
Compound::CHEBI_85299	CHEBI_85299	2	0	
Compound::CHEBI_18034	CHEBI_18034	2	2	human metabolite; metabolite
Compound::CHEBI_132511	CHEBI_132511	2	0	
Compound::CHEBI_47812	CHEBI_47812	2	1	human metabolite
Compound::CHEBI_63715	CHEBI_63715	2	0	
Compound::CHEBI_72826	CHEBI_72826	2	0	
Compound::CHEBI_143812	CHEBI_143812	2	0	
Compound::CHEBI_57265	CHEBI_57265	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_136905	CHEBI_136905	2	0	
Compound::CHEBI_90723	CHEBI_90723	2	0	
Compound::CHEBI_62507	CHEBI_62507	2	1	antigen
Compound::CHEBI_17495	CHEBI_17495	2	0	
Compound::CHEBI_58672	CHEBI_58672	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_77251	CHEBI_77251	2	0	
Compound::CHEBI_77889	CHEBI_77889	2	0	
Compound::CHEBI_58001	CHEBI_58001	2	0	
Compound::CHEBI_138267	CHEBI_138267	2	0	
Compound::CHEBI_75279	CHEBI_75279	2	0	
Compound::CHEBI_50516	CHEBI_50516	2	2	mouse metabolite; nuclear receptor modulator
Compound::CHEBI_75624	CHEBI_75624	2	0	
Compound::CHEBI_78277	CHEBI_78277	2	5	anti-inflammatory agent; antioxidant; bone density conservation agent; human metabolite; neuroprotective agent
Compound::CHEBI_16450	CHEBI_16450	2	4	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_62617	CHEBI_62617	2	0	
Compound::CHEBI_85099	CHEBI_85099	2	0	
Compound::CHEBI_90676	CHEBI_90676	2	0	
Compound::CHEBI_83724	CHEBI_83724	2	0	
Compound::CHEBI_74556	CHEBI_74556	2	0	
Compound::CHEBI_76941	CHEBI_76941	2	0	
Compound::CHEBI_78276	CHEBI_78276	2	0	
Compound::CHEBI_76645	CHEBI_76645	2	0	
Compound::CHEBI_132083	CHEBI_132083	2	0	
Compound::CHEBI_58243	CHEBI_58243	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_57767	CHEBI_57767	2	1	human metabolite
Compound::CHEBI_28940	CHEBI_28940	2	1	human metabolite
Compound::CHEBI_138113	CHEBI_138113	2	0	
Compound::CHEBI_85355	CHEBI_85355	2	0	
Compound::CHEBI_59807	CHEBI_59807	2	0	
Compound::CHEBI_87215	CHEBI_87215	2	0	
Compound::CHEBI_137125	CHEBI_137125	2	1	human metabolite
Compound::CHEBI_90850	CHEBI_90850	2	0	
Compound::CHEBI_15343	CHEBI_15343	2	10	EC 3.5.1.4 (amidase) inhibitor; Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; carcinogenic agent; electron acceptor; human metabolite; mouse metabolite; mutagen; oxidising agent; teratogenic agent
Compound::CHEBI_85238	CHEBI_85238	2	0	
Compound::CHEBI_78482	CHEBI_78482	2	0	
Compound::CHEBI_61968	CHEBI_61968	2	0	
Compound::CHEBI_133050	CHEBI_133050	2	0	
Compound::CHEBI_142681	CHEBI_142681	2	0	
Compound::CHEBI_85354	CHEBI_85354	2	0	
Compound::CHEBI_58324	CHEBI_58324	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_17404	CHEBI_17404	2	0	
Compound::CHEBI_16062	CHEBI_16062	2	1	mouse metabolite
Compound::CHEBI_77396	CHEBI_77396	2	0	
Compound::CHEBI_75913	CHEBI_75913	2	0	
Compound::CHEBI_167616	CHEBI_167616	2	0	
Compound::CHEBI_133385	CHEBI_133385	2	0	
Compound::CHEBI_75625	CHEBI_75625	2	0	
Compound::CHEBI_64074	CHEBI_64074	2	0	
Compound::CHEBI_90163	CHEBI_90163	2	0	
Compound::CHEBI_143978	CHEBI_143978	2	0	
Compound::CHEBI_90800	CHEBI_90800	2	0	
Compound::CHEBI_28034	CHEBI_28034	2	0	
Compound::CHEBI_77094	CHEBI_77094	2	0	
Compound::CHEBI_65060	CHEBI_65060	2	0	
Compound::CHEBI_133931	CHEBI_133931	2	0	
Compound::CHEBI_75582	CHEBI_75582	2	1	Mycoplasma genitalium metabolite
Compound::CHEBI_57688	CHEBI_57688	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_57497	CHEBI_57497	2	0	
Compound::CHEBI_78532	CHEBI_78532	2	0	
Compound::CHEBI_73332	CHEBI_73332	2	0	
Compound::CHEBI_74480	CHEBI_74480	2	0	
Compound::CHEBI_87055	CHEBI_87055	2	1	human metabolite
Compound::CHEBI_136522	CHEBI_136522	2	0	
Compound::CHEBI_75609	CHEBI_75609	2	0	
Compound::CHEBI_11805	CHEBI_11805	2	1	human metabolite
Compound::CHEBI_58723	CHEBI_58723	2	1	human metabolite
Compound::CHEBI_142789	CHEBI_142789	2	0	
Compound::CHEBI_74478	CHEBI_74478	2	0	
Compound::CHEBI_144622	CHEBI_144622	2	0	
Compound::CHEBI_60107	CHEBI_60107	2	0	
Compound::CHEBI_137582	CHEBI_137582	2	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_533015	CHEBI_533015	2	1	human metabolite
Compound::CHEBI_91000	CHEBI_91000	2	2	anti-inflammatory agent; human xenobiotic metabolite
Compound::CHEBI_15710	CHEBI_15710	2	5	Aspergillus metabolite; Escherichia coli metabolite; human metabolite; mouse metabolite; plant metabolite
Compound::CHEBI_132219	CHEBI_132219	2	0	
Compound::CHEBI_58380	CHEBI_58380	2	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_74265	CHEBI_74265	2	0	
Compound::CHEBI_90153	CHEBI_90153	2	0	
Compound::CHEBI_77549	CHEBI_77549	2	0	
Compound::CHEBI_140369	CHEBI_140369	2	0	
Compound::CHEBI_17325	CHEBI_17325	2	2	human metabolite; plant metabolite
Compound::CHEBI_133510	CHEBI_133510	2	0	
Compound::CHEBI_58548	CHEBI_58548	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_146022	CHEBI_146022	2	0	
Compound::CHEBI_72833	CHEBI_72833	2	0	
Compound::CHEBI_546807	CHEBI_546807	2	1	epitope
Compound::CHEBI_133768	CHEBI_133768	2	0	
Compound::CHEBI_75989	CHEBI_75989	2	0	
Compound::CHEBI_84026	CHEBI_84026	2	0	
Compound::CHEBI_79005	CHEBI_79005	2	0	
Compound::CHEBI_58855	CHEBI_58855	2	0	
Compound::CHEBI_75018	CHEBI_75018	2	0	
Compound::CHEBI_58245	CHEBI_58245	2	2	fundamental metabolite; human metabolite
Compound::CHEBI_72860	CHEBI_72860	2	0	
Compound::CHEBI_77927	CHEBI_77927	2	1	plant metabolite
Compound::CHEBI_78446	CHEBI_78446	2	0	
Compound::CHEBI_11892	CHEBI_11892	2	1	human metabolite
Compound::CHEBI_75631	CHEBI_75631	2	0	
Compound::CHEBI_28061	CHEBI_28061	2	1	mouse metabolite
Compound::CHEBI_85493	CHEBI_85493	2	0	
Compound::CHEBI_64741	CHEBI_64741	2	0	
Compound::CHEBI_156082	CHEBI_156082	2	0	
Compound::CHEBI_78424	CHEBI_78424	2	0	
Compound::CHEBI_36464	CHEBI_36464	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_133371	CHEBI_133371	2	0	
Compound::CHEBI_83241	CHEBI_83241	2	0	
Compound::CHEBI_76592	CHEBI_76592	2	0	
Compound::CHEBI_138651	CHEBI_138651	2	0	
Compound::CHEBI_29805	CHEBI_29805	2	2	algal metabolite; human metabolite
Compound::CHEBI_78994	CHEBI_78994	2	0	
Compound::CHEBI_132061	CHEBI_132061	2	0	
Compound::CHEBI_75465	CHEBI_75465	2	1	mouse metabolite
Compound::CHEBI_90065	CHEBI_90065	2	1	human metabolite
Compound::CHEBI_73550	CHEBI_73550	2	0	
Compound::CHEBI_75626	CHEBI_75626	2	0	
Compound::CHEBI_75456	CHEBI_75456	2	0	
Compound::CHEBI_15389	CHEBI_15389	2	1	human metabolite
Compound::CHEBI_17105	CHEBI_17105	2	1	human metabolite
Compound::CHEBI_136899	CHEBI_136899	2	0	
Compound::CHEBI_133382	CHEBI_133382	2	0	
Compound::CHEBI_136398	CHEBI_136398	2	0	
Compound::CHEBI_77033	CHEBI_77033	2	0	
Compound::CHEBI_57673	CHEBI_57673	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_58507	CHEBI_58507	2	1	human metabolite
Compound::CHEBI_138093	CHEBI_138093	2	0	
Compound::CHEBI_83143	CHEBI_83143	2	0	
Compound::CHEBI_86319	CHEBI_86319	2	3	bone density conservation agent; human xenobiotic metabolite; nutraceutical
Compound::CHEBI_84167	CHEBI_84167	2	0	
Compound::CHEBI_85228	CHEBI_85228	2	0	
Compound::CHEBI_137584	CHEBI_137584	2	2	human xenobiotic metabolite; mouse metabolite
Compound::CHEBI_57977	CHEBI_57977	2	1	human metabolite
Compound::CHEBI_64925	CHEBI_64925	2	0	
Compound::CHEBI_90719	CHEBI_90719	2	0	
Compound::CHEBI_136443	CHEBI_136443	2	0	
Compound::CHEBI_90832	CHEBI_90832	2	0	
Compound::CHEBI_78551	CHEBI_78551	2	0	
Compound::CHEBI_85349	CHEBI_85349	2	1	human metabolite
Compound::CHEBI_83624	CHEBI_83624	2	0	
Compound::CHEBI_72587	CHEBI_72587	2	1	human metabolite
Compound::CHEBI_138061	CHEBI_138061	2	0	
Compound::CHEBI_20794	CHEBI_20794	2	1	metabolite
Compound::CHEBI_28037	CHEBI_28037	2	3	Escherichia coli metabolite; human metabolite; mouse metabolite
Compound::CHEBI_13790	CHEBI_13790	2	0	
Compound::CHEBI_58173	CHEBI_58173	2	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_167617	CHEBI_167617	2	0	
Compound::CHEBI_61748	CHEBI_61748	2	2	antifungal agent; volatile oil component
Compound::CHEBI_57509	CHEBI_57509	2	1	human metabolite
Compound::CHEBI_90390	CHEBI_90390	2	0	
Compound::CHEBI_58535	CHEBI_58535	2	1	human metabolite
Compound::CHEBI_133384	CHEBI_133384	2	0	
Compound::CHEBI_78542	CHEBI_78542	2	0	
Compound::CHEBI_87079	CHEBI_87079	2	0	
Compound::CHEBI_74141	CHEBI_74141	2	0	
Compound::CHEBI_58665	CHEBI_58665	2	0	
Compound::CHEBI_16875	CHEBI_16875	2	1	human metabolite
Compound::CHEBI_59082	CHEBI_59082	2	1	mouse metabolite
Compound::CHEBI_133372	CHEBI_133372	2	0	
Compound::CHEBI_132074	CHEBI_132074	2	0	
Compound::CHEBI_131992	CHEBI_131992	2	0	
Compound::CHEBI_83419	CHEBI_83419	2	0	
Compound::CHEBI_75063	CHEBI_75063	2	0	
Compound::CHEBI_86131	CHEBI_86131	2	0	
Compound::CHEBI_136564	CHEBI_136564	2	0	
Compound::CHEBI_15441	CHEBI_15441	2	3	Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_52595	CHEBI_52595	2	1	human metabolite
Compound::CHEBI_149697	CHEBI_149697	2	0	
Compound::CHEBI_72835	CHEBI_72835	2	0	
Compound::CHEBI_15355	CHEBI_15355	2	6	hormone; human metabolite; mouse metabolite; muscarinic agonist; neurotransmitter; vasodilator agent
